	Virus	Type	Sample	Qty	Ct
0	DWV-A	Standard	std	10000000000.0	4.17
1	DWV-A	Standard	std	10000000000.0	3.84
2	DWV-A	Standard	std	100000000.0	11.9
3	DWV-A	Standard	std	100000000.0	11.35
4	DWV-A	Standard	std	1000000.0	21.18
5	DWV-A	Standard	std	1000000.0	21.58
6	DWV-A	Standard	std	10000.0	26.07
7	DWV-A	Standard	std	10000.0	25.72
8	DWV-A	Sample	12_127	49500000.0	13.11
9	DWV-A	Sample	12_127	42600000.0	13.35
10	DWV-A	Sample	12_128	5047.18	28.16
11	DWV-A	Sample	12_128	5205.42	28.11
12	DWV-A	Sample	12_129	2839.41	29.1
13	DWV-A	Sample	12_129	3734.53	28.65
14	DWV-A	Sample	12_130	4684.91	28.28
15	DWV-A	Sample	12_130	4539.12	28.34
16	DWV-A	Sample	12_131	394000000.0	9.71
17	DWV-A	Sample	12_131	494000000.0	9.34
18	DWV-A	Sample	12_132	1740000.0	18.59
19	DWV-A	Sample	12_132	1810000.0	18.52
20	DWV-A	Sample	12_133	985000000.0	8.21
21	DWV-A	Sample	12_133	1730000000.0	7.29
22	DWV-A	Sample	12_134	64800000.0	12.67
23	DWV-A	Sample	12_134	60400000.0	12.78
24	DWV-A	Sample	12_135	32878.0	25.09
25	DWV-A	Sample	12_135	24686.37	25.56
26	DWV-A	Sample	12_136	3007.95	29.01
27	DWV-A	Sample	12_136	3118.42	28.95
28	DWV-A	Sample	12_137	10613.53	26.94
29	DWV-A	Sample	12_137	15320.93	26.34
30	DWV-A	Sample	12_138	22006.86	25.75
31	DWV-A	Sample	12_138	22416.26	25.72
32	DWV-A	Sample	12_139	533174.5	20.53
33	DWV-A	Sample	12_139	625644.25	20.27
34	DWV-A	Sample	12_140	30825.2	25.2
35	DWV-A	Sample	12_140	29819.02	25.25
36	DWV-A	Sample	12_141	7816.89	27.44
37	DWV-A	Sample	12_141	10072.92	27.03
38	DWV-A	Sample	12_142	10256.08	27.0
39	DWV-A	Sample	12_142	9808.66	27.07
40	DWV-A	Sample	12_143	28074.96	25.35
41	DWV-A	Sample	12_143	29345.69	25.28
42	DWV-A	Sample	12_144	3280000.0	17.55
43	DWV-A	Sample	12_144	2940000.0	17.73
44	DWV-A	Sample	12_145	428345.16	20.89
45	DWV-A	Sample	12_145	486544.13	20.68
46	DWV-A	Sample	12_146	3624.56	28.7
47	DWV-A	Sample	12_146	3263.2	28.88
48	DWV-A	Sample	12_147	1840000000.0	7.19
49	DWV-A	Sample	12_147	1450000000.0	7.58
50	DWV-A	Sample	12_148	2130000.0	18.26
51	DWV-A	Sample	12_148	2320000.0	18.12
52	DWV-A	Sample	12_149	91485.77	23.42
53	DWV-A	Sample	12_149	84152.35	23.55
54	DWV-A	Sample	12_150	4463.65	28.36
55	DWV-A	Sample	12_150	4246.48	28.44
56	DWV-A	Sample	13_1	1235.04	30.47
57	DWV-A	Sample	13_1	1231.47	30.47
58	DWV-A	Sample	13_2	68.44	35.21
59	DWV-A	Sample	13_2	228.95	33.23
60	DWV-A	Sample	13_4	3583.43	28.72
61	DWV-A	Sample	13_4	6416.95	27.77
62	DWV-A	Sample	13_5	606401.31	20.32
63	DWV-A	Sample	13_5	704460.44	20.07
64	DWV-A	Sample	13_6	9575.49	27.11
65	DWV-A	Sample	13_6	8179.04	27.37
66	DWV-A	Sample	13_7	761161.88	19.95
67	DWV-A	Sample	13_7	838261.81	19.79
68	DWV-A	Sample	13_8	164181.22	22.46
69	DWV-A	Sample	13_8	134099.8	22.79
70	DWV-A	Sample	13_9	2310000.0	18.13
71	DWV-A	Sample	13_9	2040000.0	18.33
72	DWV-A	Sample	13_10	43773.87	24.62
73	DWV-A	Sample	13_10	48107.89	24.47
74	DWV-A	Sample	13_11	423000000.0	9.59
75	DWV-A	Sample	13_11	371000000.0	9.81
76	DWV-A	Sample	13_12	53964.77	24.28
77	DWV-A	Sample	13_12	51080.96	24.37
78	DWV-A	Sample	13_13	2.52	40.62
79	DWV-A	Sample	13_13	108.05	34.46
80	DWV-A	Sample	13_14	946.93	30.9
81	DWV-A	Sample	13_14	860.14	31.06
82	DWV-A	Sample	13_15	88365.77	23.47
83	DWV-A	Sample	13_15	80812.62	23.62
84	DWV-A	Sample	13_16	467000000.0	9.43
85	DWV-A	Sample	13_16	658000000.0	8.87
86	DWV-A	Sample	13_17	5253.42	28.1
87	DWV-A	Sample	13_17	6127.56	27.84
88	DWV-A	Sample	13_18	16543.65	26.22
89	DWV-A	Sample	13_18	17353.82	26.14
90	DWV-B	Standard	std	10000000000.0	7.18
91	DWV-B	Standard	std	10000000000.0	7.84
92	DWV-B	Standard	std	100000000.0	14.07
93	DWV-B	Standard	std	100000000.0	14.66
94	DWV-B	Standard	std	1000000.0	22.27
95	DWV-B	Standard	std	1000000.0	22.21
96	DWV-B	Standard	std	10000.0	29.63
97	DWV-B	Standard	std	10000.0	29.65
98	DWV-B	Standard	std	100.0	38.01
99	DWV-B	Sample	12_43	8040000.0	18.87
100	DWV-B	Sample	12_43	4860000.0	19.7
101	DWV-B	Sample	12_44	732710.75	22.81
102	DWV-B	Sample	12_44	625392.31	23.07
103	DWV-B	Sample	12_45	438000000.0	12.3
104	DWV-B	Sample	12_45	1200000000.0	10.64
105	DWV-B	Sample	12_46	13100000.0	18.07
106	DWV-B	Sample	12_46	18700000.0	17.48
107	DWV-B	Sample	12_47	749410.06	22.77
108	DWV-B	Sample	12_47	655731.88	22.99
109	DWV-B	Sample	12_48	320000000.0	12.82
110	DWV-B	Sample	12_48	205000000.0	13.55
111	DWV-B	Sample	12_49	16000000.0	17.74
112	DWV-B	Sample	12_49	16500000.0	17.69
113	DWV-B	Sample	12_50	495000000.0	12.1
114	DWV-B	Sample	12_50	276000000.0	13.06
115	DWV-B	Sample	12_51	2275.35	32.3
116	DWV-B	Sample	12_51	3019.75	31.83
117	DWV-B	Sample	12_52	8619.52	30.11
118	DWV-B	Sample	12_52	9235.98	30.0
119	DWV-B	Sample	12_53	92008.24	26.22
120	DWV-B	Sample	12_53	80538.55	26.44
121	DWV-B	Sample	12_54	1368.26	33.13
122	DWV-B	Sample	12_54	1583.65	32.89
123	DWV-B	Sample	12_55	319907.41	24.17
124	DWV-B	Sample	12_55	288821.06	24.34
125	DWV-B	Sample	12_56	445661.41	23.62
126	DWV-B	Sample	12_56	519452.16	23.37
127	DWV-B	Sample	12_57	2610000000.0	9.37
128	DWV-B	Sample	12_57	3010000000.0	9.13
129	DWV-B	Sample	12_58	125443.7	25.71
130	DWV-B	Sample	12_58	150559.02	25.41
131	DWV-B	Sample	12_59	543000000.0	11.94
132	DWV-B	Sample	12_59	287000000.0	13.0
133	DWV-B	Sample	12_60	934000000.0	11.05
134	DWV-B	Sample	12_60	511000000.0	12.05
135	DWV-B	Sample	12_61	70123.63	26.66
136	DWV-B	Sample	12_61	41289.6	27.53
137	DWV-B	Sample	12_62	908002.56	22.45
138	DWV-B	Sample	12_62	1420000.0	21.72
139	DWV-B	Sample	12_63	6503.83	30.57
140	DWV-B	Sample	12_63	4880.89	31.04
141	DWV-B	Sample	12_64	43200000.0	16.11
142	DWV-B	Sample	12_64	28000000.0	16.82
143	DWV-B	Sample	12_65	83400000.0	15.02
144	DWV-B	Sample	12_65	68000000.0	15.36
145	DWV-B	Sample	12_66	1466.1	33.02
146	DWV-B	Sample	12_66	7168.25	30.41
147	DWV-B	Sample	12_67	5110000000.0	8.26
148	DWV-B	Sample	12_67	9180000000.0	7.3
149	DWV-B	Sample	12_68	4990000.0	19.65
150	DWV-B	Sample	12_68	4040000.0	20.0
151	DWV-B	Sample	12_69	41545.18	27.52
152	DWV-B	Sample	12_69	34976.47	27.81
153	DWV-B	Sample	12_70	742.83	34.14
154	DWV-B	Sample	12_70	643.6	34.37
155	DWV-B	Sample	12_71	36800000.0	16.37
156	DWV-B	Sample	12_71	31000000.0	16.65
157	DWV-B	Sample	12_72	22309.68	28.55
158	DWV-B	Sample	12_72	30898.95	28.01
159	DWV-B	Sample	12_73	153000000.0	14.02
160	DWV-B	Sample	12_73	121000000.0	14.41
161	DWV-B	Sample	12_74	17326.98	28.96
162	DWV-B	Sample	12_74	15076.17	29.19
163	DWV-B	Sample	12_75	40306.95	27.57
164	DWV-B	Sample	12_75	35138.7	27.8
165	DWV-B	Sample	12_76	10770.68	29.74
166	DWV-B	Sample	12_76	11039.0	29.7
167	DWV-B	Sample	12_77	5480000000.0	8.14
168	DWV-B	Sample	12_77	5580000000.0	8.11
169	DWV-B	Sample	12_78	257514.94	24.53
170	DWV-B	Sample	12_78	330764.66	24.11
171	DWV-B	Sample	12_79	342251.97	24.06
172	DWV-B	Sample	12_79	282938.78	24.37
173	DWV-B	Sample	12_80	67788.32	26.72
174	DWV-B	Sample	12_80	40152.67	27.58
175	DWV-B	Sample	12_81	249000000.0	13.23
176	DWV-B	Sample	12_81	282000000.0	13.02
177	DWV-B	Sample	12_82	606000000.0	11.77
178	DWV-B	Sample	12_82	753000000.0	11.41
179	DWV-B	Sample	12_83	11904.44	29.58
180	DWV-B	Sample	12_83	14322.81	29.27
181	DWV-B	Sample	12_84	670143.19	22.95
182	DWV-B	Sample	12_84	577074.81	23.2
183	DWV-A	Standard	std	10000000000.0	8.69
184	DWV-A	Standard	std	10000000000.0	8.75
185	DWV-A	Standard	std	100000000.0	15.6
186	DWV-A	Standard	std	100000000.0	16.47
187	DWV-A	Standard	std	1000000.0	26.27
188	DWV-A	Standard	std	1000000.0	25.93
189	DWV-A	Standard	std	10000.0	33.09
190	DWV-A	Standard	std	10000.0	32.08
191	DWV-A	Sample	13_145	171010.02	28.07
192	DWV-A	Sample	13_145	169758.84	28.09
193	DWV-A	Sample	13_147	68.4	41.95
194	DWV-A	Sample	13_147	57.78	42.25
195	DWV-A	Sample	13_148	28400000.0	19.01
196	DWV-A	Sample	13_148	32500000.0	18.77
197	DWV-A	Sample	13_150	37460.51	30.77
198	DWV-A	Sample	13_150	114812.75	28.78
199	DWV-A	Standard	std	10000000000.0	5.74
200	DWV-A	Standard	std	10000000000.0	5.55
201	DWV-A	Standard	std	100000000.0	12.42
202	DWV-A	Standard	std	100000000.0	12.58
203	DWV-A	Standard	std	1000000.0	22.55
204	DWV-A	Standard	std	1000000.0	23.11
205	DWV-A	Standard	std	10000.0	27.88
206	DWV-A	Standard	std	10000.0	27.47
207	DWV-A	Standard	std	100.0	34.63
208	DWV-A	Standard	std	100.0	34.64
209	DWV-A	Sample	13_61	864.84	31.86
210	DWV-A	Sample	13_61	899.13	31.8
211	DWV-A	Sample	13_62	147.45	34.67
212	DWV-A	Sample	13_62	63.83	36.0
213	DWV-A	Sample	13_64	252.59	33.82
214	DWV-A	Sample	13_64	52.38	36.32
215	DWV-A	Sample	13_66	1567.38	30.92
216	DWV-A	Sample	13_66	1549.15	30.94
217	DWV-A	Sample	13_67	17594.15	27.08
218	DWV-A	Sample	13_67	12569.57	27.61
219	DWV-A	Sample	13_68	426.26	32.99
220	DWV-A	Sample	13_68	125.49	34.93
221	DWV-A	Sample	13_69	30451.91	26.2
222	DWV-A	Sample	13_69	33489.06	26.05
223	DWV-A	Sample	13_70	150940.06	23.66
224	DWV-A	Sample	13_70	182689.69	23.36
225	DWV-A	Sample	13_72	2884.27	29.95
226	DWV-A	Sample	13_72	3373.48	29.7
227	DWV-A	Sample	13_73	193000000.0	12.3
228	DWV-A	Sample	13_73	246000000.0	11.91
229	DWV-A	Sample	13_74	2683.76	30.06
230	DWV-A	Sample	13_74	3730.45	29.54
231	DWV-A	Sample	13_75	17300000.0	16.13
232	DWV-A	Sample	13_75	20100000.0	15.89
233	DWV-A	Sample	13_76	4200000.0	18.38
234	DWV-A	Sample	13_76	4350000.0	18.32
235	DWV-A	Sample	13_77	1720000.0	19.8
236	DWV-A	Sample	13_77	1630000.0	19.88
237	DWV-A	Sample	13_78	394.56	33.11
238	DWV-A	Sample	13_78	306.18	33.51
239	DWV-A	Sample	13_80	3259.01	29.75
240	DWV-A	Sample	13_80	2324.41	30.29
241	DWV-A	Sample	13_82	10515.72	27.89
242	DWV-A	Sample	13_82	13464.35	27.5
243	DWV-A	Sample	13_83	254711.47	22.83
244	DWV-A	Sample	13_83	257134.59	22.82
245	DWV-A	Sample	13_84	13334.76	27.52
246	DWV-A	Sample	13_84	11979.82	27.69
247	DWV-A	Sample	13_86	74778.05	24.78
248	DWV-A	Sample	13_86	73470.63	24.81
249	DWV-A	Sample	13_87	2074.37	30.47
250	DWV-A	Sample	13_87	2439.99	30.21
251	DWV-A	Sample	13_88	18666.32	26.98
252	DWV-A	Sample	13_88	24620.38	26.54
253	DWV-A	Sample	13_89	10590.11	27.88
254	DWV-A	Sample	13_89	11763.23	27.72
255	DWV-A	Sample	13_90	7560000.0	17.44
256	DWV-A	Sample	13_90	6460000.0	17.69
257	DWV-A	Sample	13_91	38.24	36.82
258	DWV-A	Sample	13_91	46.86	36.49
259	DWV-A	Sample	13_92	4557.76	29.22
260	DWV-A	Sample	13_92	4520.95	29.24
261	DWV-A	Sample	13_93	91691.19	24.45
262	DWV-A	Sample	13_93	91768.05	24.45
263	DWV-A	Sample	13_94	352000000.0	11.34
264	DWV-A	Sample	13_94	508000000.0	10.76
265	DWV-A	Sample	13_95	14399.19	27.39
266	DWV-A	Sample	13_95	16082.36	27.22
267	DWV-A	Sample	13_96	25400000.0	15.52
268	DWV-A	Sample	13_96	25200000.0	15.53
269	DWV-A	Sample	13_97	1070000000.0	9.58
270	DWV-A	Sample	13_97	1070000000.0	9.58
271	DWV-A	Sample	13_98	359715.94	22.28
272	DWV-A	Sample	13_98	275509.44	22.71
273	DWV-A	Sample	13_99	7921.67	28.34
274	DWV-A	Sample	13_99	8499.43	28.23
275	DWV-A	Sample	13_100	7003.54	28.54
276	DWV-A	Sample	13_100	5929.3	28.8
277	DWV-A	Sample	13_101	3239.89	29.76
278	DWV-A	Sample	13_101	3807.66	29.51
279	DWV-A	Sample	13_102	1755.05	30.74
280	DWV-A	Sample	13_102	2839.65	29.97
281	BMLV	Standard	std	100000000.0	9.61
282	BMLV	Standard	std	100000000.0	9.03
283	BMLV	Standard	std	1000000.0	16.26
284	BMLV	Standard	std	1000000.0	17.06
285	BMLV	Standard	std	10000.0	23.83
286	BMLV	Standard	std	10000.0	23.74
287	BMLV	Standard	std	100.0	30.46
288	BMLV	Standard	std	100.0	31.54
289	BMLV	Sample	13_62	6.97	35.19
290	BMLV	Sample	13_63	7.09	35.16
291	BMLV	Sample	13_64	14.89	34.0
292	BMLV	Sample	13_64	13.78	34.12
293	BMLV	Sample	13_66	5.59	35.54
294	BMLV	Sample	13_67	1651.43	26.62
295	BMLV	Sample	13_67	1575.34	26.69
296	BMLV	Sample	13_68	597.61	28.21
297	BMLV	Sample	13_68	614.26	28.17
298	BMLV	Sample	13_69	1211.05	27.11
299	BMLV	Sample	13_69	1605.41	26.67
300	BMLV	Sample	13_70	3691.19	25.36
301	BMLV	Sample	13_70	3829.86	25.3
302	BMLV	Sample	13_71	1.04	38.17
303	BMLV	Sample	13_73	6.26	35.36
304	BMLV	Sample	13_74	5.54	35.55
305	BMLV	Sample	13_74	5.72	35.5
306	BMLV	Sample	13_78	5.65	35.52
307	BMLV	Sample	13_79	5.78	35.48
308	BMLV	Sample	13_80	2.13	37.04
309	BMLV	Sample	13_81	2.17	37.02
310	BMLV	Sample	13_82	17.39	33.76
311	BMLV	Sample	13_82	16.09	33.88
312	BMLV	Sample	13_83	77.21	31.42
313	BMLV	Sample	13_83	96.91	31.06
314	BMLV	Sample	13_84	126.55	30.65
315	BMLV	Sample	13_84	156.71	30.31
316	BMLV	Sample	13_85	5.66	35.52
317	BMLV	Sample	13_86	182.21	30.08
318	BMLV	Sample	13_86	205.35	29.89
319	BMLV	Sample	13_88	9.09	34.77
320	BMLV	Sample	13_88	6.91	35.2
321	BMLV	Sample	13_90	6.11	35.4
322	BMLV	Sample	13_91	3.73	36.17
323	BMLV	Sample	13_93	7.02	35.18
324	BMLV	Sample	13_94	2.51	36.79
325	BMLV	Sample	13_96	7.61	35.05
326	BMLV	Sample	13_98	5.18	35.65
327	AOV	Standard	std	10000000000.0	7.51
328	AOV	Standard	std	10000000000.0	7.61
329	AOV	Standard	std	100000000.0	17.58
330	AOV	Standard	std	100000000.0	17.6
331	AOV	Standard	std	1000000.0	25.22
332	AOV	Standard	std	1000000.0	24.79
333	AOV	Standard	std	10000.0	31.36
334	AOV	Standard	std	10000.0	31.04
335	AOV	Sample	13_21	8120000.0	20.69
336	AOV	Sample	13_21	10100000.0	20.33
337	AOV	Sample	13_35	10529.07	32.0
338	AOV	Sample	13_35	14947.73	31.4
339	AOV	Sample	13_41	83.26	40.23
340	AOV	Sample	13_41	133.54	39.43
341	AOV	Sample	13_43	34940.24	29.96
342	AOV	Sample	13_43	30691.48	30.18
343	AOV	Sample	13_48	58991.55	29.07
344	AOV	Sample	13_48	68802.78	28.81
345	AOV	Sample	13_49	27900000.0	18.6
346	AOV	Sample	13_49	24700000.0	18.8
347	AOV	Sample	13_50	2920000.0	22.43
348	AOV	Sample	13_50	2870000.0	22.46
349	AOV	Sample	13_54	4630000.0	21.65
350	AOV	Sample	13_54	5440000.0	21.37
351	AOV	Sample	13_59	9760000.0	20.38
352	AOV	Sample	13_59	10000000.0	20.33
353	apthili	Standard	std	10000000000.0	2.74
354	apthili	Standard	std	10000000000.0	3.07
355	apthili	Standard	std	100000000.0	8.66
356	apthili	Standard	std	100000000.0	8.85
357	apthili	Standard	std	1000000.0	16.72
358	apthili	Standard	std	1000000.0	17.34
359	apthili	Standard	std	10000.0	20.18
360	apthili	Standard	std	10000.0	20.17
361	apthili	Standard	std	100.0	24.94
362	apthili	Standard	std	100.0	24.98
363	apthili	Sample	13_9	0.0769	34.52
364	apthili	Sample	13_9	0.085	34.4
365	apthili	Sample	13_10	0.146	33.75
366	apthili	Sample	13_10	0.075	34.55
367	apthili	Sample	13_16	3.08	30.07
368	apthili	Sample	13_16	1.95	30.62
369	apthili	Sample	13_18	0.455	32.38
370	apthili	Sample	13_18	0.134	33.85
371	apthili	Sample	13_19	0.00272	38.55
372	apthili	Sample	13_19	0.000639	40.3
373	AMFV	Standard	std	10000000000.0	8.0
374	AMFV	Standard	std	10000000000.0	7.88
375	AMFV	Standard	std	100000000.0	15.57
376	AMFV	Standard	std	100000000.0	14.75
377	AMFV	Standard	std	1000000.0	31.85
378	AMFV	Standard	std	10000.0	33.43
379	AMFV	Standard	std	10000.0	34.37
380	AMFV	Sample	13_145	12876.57	34.74
381	AMFV	Sample	13_146	17151.51	34.17
382	AMFV	Sample	13_146	15554.59	34.36
383	AMFV	Sample	13_147	20958.71	33.77
384	AMFV	Sample	13_148	24016.02	33.5
385	apparli	Standard	std	100000000.0	7.01
386	apparli	Standard	std	100000000.0	6.28
387	apparli	Standard	std	1000000.0	14.96
388	apparli	Standard	std	1000000.0	15.22
389	apparli	Standard	std	10000.0	21.61
390	apparli	Standard	std	10000.0	21.63
391	apparli	Sample	12_89	112805.39	18.0
392	apparli	Sample	12_89	131817.45	17.75
393	apparli	Sample	12_90	114496.57	17.98
394	apparli	Sample	12_90	120059.31	17.9
395	apparli	Sample	12_121	216493.19	16.94
396	apparli	Sample	12_121	244219.78	16.74
397	apparli	Standard	std	10000000000.0	2.44
398	apparli	Standard	std	10000000000.0	2.47
399	apparli	Standard	std	100000000.0	7.75
400	apparli	Standard	std	100000000.0	7.56
401	apparli	Standard	std	1000000.0	16.01
402	apparli	Standard	std	1000000.0	15.31
403	apparli	Standard	std	10000.0	24.36
404	apparli	Standard	std	10000.0	26.02
405	apparli	Sample	12_51	98400000.0	8.96
406	apparli	Sample	12_51	91000000.0	9.09
407	apparli	Sample	12_52	401000000.0	6.63
408	apparli	Sample	12_52	349000000.0	6.86
409	apparli	Sample	12_58	192595.83	19.28
410	apparli	Sample	12_58	124470.79	20.0
411	apparli	Sample	12_60	84999.86	20.63
412	apparli	Sample	12_60	79645.77	20.74
413	apthili	Standard	std	10000000000.0	4.76
414	apthili	Standard	std	10000000000.0	4.86
415	apthili	Standard	std	100000000.0	12.11
416	apthili	Standard	std	100000000.0	12.1
417	apthili	Standard	std	1000000.0	20.41
418	apthili	Standard	std	1000000.0	19.73
419	apthili	Standard	std	10000.0	23.06
420	apthili	Standard	std	10000.0	23.16
421	apthili	Standard	std	100.0	28.76
422	apthili	Standard	std	100.0	28.75
423	apthili	Sample	12_117	11.04	32.37
424	apthili	Sample	12_117	11.07	32.37
425	apthili	Sample	12_118	12.89	32.17
426	apthili	Sample	12_118	9.59	32.55
427	apthili	Sample	12_119	2342.94	25.52
428	apthili	Sample	12_119	4216.39	24.77
429	apthili	Sample	12_120	4937.4	24.56
430	apthili	Sample	12_120	2897.34	25.25
431	apthili	Sample	12_121	817.39	26.86
432	apthili	Sample	12_121	1051.57	26.54
433	apthili	Sample	12_122	22.38	31.47
434	apthili	Sample	12_122	17.89	31.75
435	apthili	Sample	12_123	20.96	31.55
436	apthili	Sample	12_123	22.57	31.46
437	apthili	Sample	12_124	397.53	27.79
438	apthili	Sample	12_124	488.47	27.52
439	apthili	Sample	12_125	863.46	26.79
440	apthili	Sample	12_125	809.31	26.88
441	apthili	Sample	12_126	460.33	27.6
442	apthili	Sample	12_126	334.3	28.01
443	apthili	Sample	12_127	357.23	27.92
444	apthili	Sample	12_127	246.74	28.4
445	apthili	Sample	12_128	222.12	28.53
446	apthili	Sample	12_128	232.74	28.47
447	apthili	Sample	12_129	91.16	29.67
448	apthili	Sample	12_129	50.87	30.42
449	apthili	Sample	12_130	0.114	38.22
450	apthili	Sample	12_130	0.127	38.08
451	apthili	Sample	12_131	0.038	39.63
452	apthili	Sample	12_131	0.0271	40.06
453	apthili	Sample	12_133	3.06	34.01
454	apthili	Sample	12_133	0.65	35.99
455	apthili	Sample	12_135	117.16	29.35
456	apthili	Sample	12_135	60.2	30.2
457	apthili	Sample	12_137	0.285	37.05
458	apthili	Sample	12_137	0.329	36.87
459	apthili	Sample	12_138	1.51	34.91
460	apthili	Sample	12_138	1.02	35.41
461	apthili	Sample	12_139	3745.25	24.92
462	apthili	Sample	12_139	2723.97	25.32
463	apthili	Sample	12_140	6281.05	24.26
464	apthili	Sample	12_140	4833.47	24.59
465	apthili	Sample	12_141	52.56	30.37
466	apthili	Sample	12_141	57.42	30.26
467	apthili	Sample	12_142	264.2	28.31
468	apthili	Sample	12_142	184.87	28.77
469	apthili	Sample	12_145	7726.19	23.99
470	apthili	Sample	12_145	8460.35	23.87
471	apthili	Sample	12_146	83.79	29.78
472	apthili	Sample	12_146	66.79	30.07
473	apthili	Sample	12_147	0.0863	38.58
474	apthili	Sample	12_147	0.122	38.13
475	apthili	Sample	12_148	84.74	29.76
476	apthili	Sample	12_148	123.03	29.29
477	apthili	Sample	12_149	185.25	28.76
478	apthili	Sample	12_149	140.77	29.11
479	apthili	Sample	12_150	377.06	27.85
480	apthili	Sample	12_150	332.43	28.01
481	AOV	Standard	std	10000000000.0	6.63
482	AOV	Standard	std	10000000000.0	6.67
483	AOV	Standard	std	100000000.0	16.87
484	AOV	Standard	std	100000000.0	17.09
485	AOV	Standard	std	1000000.0	24.54
486	AOV	Standard	std	1000000.0	24.23
487	AOV	Standard	std	10000.0	30.64
488	AOV	Standard	std	10000.0	30.31
489	AOV	Sample	12_127	11528.72	31.21
490	AOV	Sample	12_127	10786.77	31.32
491	AOV	Sample	12_131	340073.09	25.41
492	AOV	Sample	12_131	330282.69	25.46
493	AOV	Sample	13_132	22723.5	30.05
494	AOV	Sample	12_132	32445.98	29.44
495	AOV	Sample	12_133	311676.06	25.56
496	AOV	Sample	12_133	292184.06	25.67
497	AOV	Sample	12_136	183.9	38.3
498	AOV	Sample	12_136	110.21	39.18
499	BMLV	Standard	std	10000000000.0	2.5
500	BMLV	Standard	std	10000000000.0	2.55
501	BMLV	Standard	std	100000000.0	9.17
502	BMLV	Standard	std	100000000.0	9.22
503	BMLV	Standard	std	1000000.0	16.62
504	BMLV	Standard	std	1000000.0	17.14
505	BMLV	Standard	std	10000.0	24.19
506	BMLV	Standard	std	10000.0	23.85
507	BMLV	Standard	std	100.0	31.43
508	BMLV	Standard	std	100.0	32.04
509	BMLV	Sample	13_103	8.38	35.47
510	BMLV	Sample	13_103	5.9	36.02
511	BMLV	Sample	13_103	18.38	34.22
512	BMLV	Sample	13_104	3.03	37.08
513	BMLV	Sample	13_104	19.08	34.16
514	BMLV	Sample	13_105	51.65	32.57
515	BMLV	Sample	13_105	65.23	32.2
516	BMLV	Sample	13_106	39.6	32.99
517	BMLV	Sample	13_106	63.45	32.24
518	BMLV	Sample	13_107	58.43	32.38
519	BMLV	Sample	13_107	2774.48	26.23
520	BMLV	Sample	13_108	2528.93	26.38
521	BMLV	Sample	13_108	80.36	31.87
522	BMLV	Sample	13_108	61.26	32.3
523	BMLV	Sample	13_109	24.37	33.77
524	BMLV	Sample	13_110	53.41	32.52
525	BMLV	Sample	13_110	44.87	32.8
526	BMLV	Sample	13_111	27.57	33.57
527	BMLV	Sample	13_111	95.51	31.59
528	BMLV	Sample	13_112	8.98	35.35
529	BMLV	Sample	13_112	1.67	38.03
530	BMLV	Sample	13_113	16.44	34.39
531	BMLV	Sample	13_113	23.45	33.83
532	BMLV	Sample	13_114	1.29	38.45
533	BMLV	Sample	13_115	15.6	34.48
534	BMLV	Sample	13_115	32.38	33.31
535	BMLV	Sample	13_116	19.48	34.12
536	BMLV	Sample	13_116	24.61	33.75
537	BMLV	Sample	13_117	541.03	28.84
538	BMLV	Sample	13_117	504.71	28.95
539	BMLV	Sample	13_118	11.27	34.99
540	BMLV	Sample	13_118	1.1	38.7
541	BMLV	Sample	13_119	37.08	33.1
542	BMLV	Sample	13_119	54.62	32.48
543	BMLV	Sample	13_120	130.53	31.1
544	BMLV	Sample	13_120	41.97	32.9
545	BMLV	Sample	13_121	15.39	34.5
546	BMLV	Sample	13_121	18.13	34.24
547	BMLV	Sample	13_122	76.71	31.94
548	BMLV	Sample	13_122	26.61	33.63
549	BMLV	Sample	13_123	20.97	34.01
550	BMLV	Sample	13_123	24.23	33.78
551	BMLV	Sample	13_124	0.623	39.6
552	BMLV	Sample	13_125	20.61	34.03
553	BMLV	Sample	13_126	37.01	33.1
554	BMLV	Sample	13_126	58.83	32.36
555	BMLV	Sample	13_127	2766.85	26.24
556	BMLV	Sample	13_127	2438.87	26.44
557	BMLV	Sample	13_128	15.73	34.46
558	BMLV	Sample	13_128	27.74	33.56
559	BMLV	Sample	13_129	21.58	33.96
560	BMLV	Sample	13_129	16.04	34.43
561	BMLV	Sample	13_130	609.46	28.65
562	BMLV	Sample	13_130	675.72	28.48
563	BMLV	Sample	13_131	653.31	28.54
564	BMLV	Sample	13_131	581.52	28.72
565	BMLV	Sample	13_132	16.25	34.41
566	BMLV	Sample	13_132	56.96	32.42
567	BMLV	Sample	13_133	431.25	29.2
568	BMLV	Sample	13_133	368.51	29.45
569	BMLV	Sample	13_134	114.38	31.31
570	BMLV	Sample	13_134	29.43	33.47
571	BMLV	Sample	13_135	41.41	32.92
572	BMLV	Sample	13_135	13.43	34.71
573	BMLV	Sample	13_136	22.22	33.91
574	BMLV	Sample	13_136	50.37	32.61
575	BMLV	Sample	13_137	4600000.0	14.44
576	BMLV	Sample	13_137	5350000.0	14.2
577	BMLV	Sample	13_138	84984.79	20.79
578	BMLV	Sample	13_138	67981.23	21.15
579	BMLV	Sample	13_139	1931.4	26.81
580	BMLV	Sample	13_139	2126.46	26.66
581	BMLV	Sample	13_140	45.62	32.77
582	BMLV	Sample	13_140	42.14	32.9
583	BMLV	Sample	13_141	3.07	37.06
584	BMLV	Sample	13_142	16.96	34.34
585	BMLV	Sample	13_142	8.75	35.39
