	Virus	Type	Sample	Qty	Ct
2817	DWV-B	Sample	13_106	10322.76	30.78
2818	DWV-B	Sample	13_106	6854.0	31.42
2819	DWV-B	Sample	13_107	16600000.0	19.21
2820	DWV-B	Sample	13_107	13500000.0	19.54
2821	DWV-B	Sample	13_108	2056.0	33.31
2822	DWV-B	Sample	13_108	1555.98	33.75
2823	DWV-B	Sample	13_109	104.23	37.98
2824	DWV-B	Sample	13_109	53.65	39.02
2825	DWV-B	Sample	13_110	110145.77	27.07
2826	DWV-B	Sample	13_110	104653.63	27.15
2827	DWV-B	Sample	13_111	2438.63	33.04
2828	DWV-B	Sample	13_111	1958.01	33.39
2829	DWV-B	Sample	13_112	1230000.0	23.28
2830	DWV-B	Sample	13_112	1100000.0	23.47
2831	DWV-B	Sample	13_113	2740000000.0	11.21
2832	DWV-B	Sample	13_113	4810000000.0	10.32
2833	DWV-B	Sample	13_114	22200000.0	18.75
2834	DWV-B	Sample	13_114	27400000.0	18.43
2835	DWV-B	Sample	13_115	94.28	38.14
2836	DWV-B	Sample	13_115	122.2	37.73
2837	DWV-B	Sample	13_117	82.83	38.34
2838	DWV-B	Sample	13_117	250.34	36.61
2839	DWV-B	Sample	13_118	38.59	39.54
2840	DWV-B	Sample	13_118	33.22	39.77
2841	DWV-B	Sample	13_119	16985.6	30.0
2842	DWV-B	Sample	13_119	24033.38	29.46
2843	DWV-B	Sample	13_120	23726.4	29.48
2844	DWV-B	Sample	13_120	18685.07	29.85
2845	DWV-B	Sample	13_121	42300000.0	17.74
2846	DWV-B	Sample	13_121	50500000.0	17.47
2847	DWV-B	Sample	13_122	1190000.0	23.34
2848	DWV-B	Sample	13_122	1230000.0	23.29
2849	DWV-B	Sample	13_123	1770.47	33.54
2850	DWV-B	Sample	13_123	2793.59	32.83
2851	DWV-B	Sample	13_124	6.96	42.22
2852	DWV-B	Sample	13_125	484463.28	24.75
2853	DWV-B	Sample	13_125	626291.75	24.35
2854	DWV-B	Sample	13_126	102196.59	27.19
2855	DWV-B	Sample	13_126	115994.44	26.99
2856	DWV-B	Sample	13_127	30076.43	29.1
2857	DWV-B	Sample	13_127	37478.11	28.76
2858	DWV-B	Sample	13_128	1210000.0	23.31
2859	DWV-B	Sample	13_128	1230000.0	23.29
2860	DWV-B	Sample	13_129	1.53	44.6
2861	DWV-B	Sample	13_129	54.08	39.01
2862	DWV-B	Sample	13_130	7.01	42.21
2863	DWV-B	Sample	13_130	5.5	42.59
2864	DWV-B	Sample	13_131	2450000000.0	11.38
2865	DWV-B	Sample	13_131	2660000000.0	11.25
2866	DWV-B	Sample	13_132	104784.65	27.15
2867	DWV-B	Sample	13_132	106478.36	27.12
2868	DWV-B	Sample	13_133	21112.87	29.66
2869	DWV-B	Sample	13_133	17492.29	29.95
2870	DWV-B	Sample	13_134	3420.4	32.51
2871	DWV-B	Sample	13_134	2626.79	32.93
2872	DWV-B	Sample	13_135	11847.35	30.56
2873	DWV-B	Sample	13_135	12294.62	30.51
2874	DWV-B	Sample	13_136	900.46	34.6
2875	DWV-B	Sample	13_136	1138.91	34.24
2876	DWV-B	Sample	13_137	717.6	34.96
2877	DWV-B	Sample	13_137	896.08	34.61
2878	DWV-B	Sample	13_138	73663.23	27.7
2879	DWV-B	Sample	13_138	59276.24	28.04
2880	DWV-B	Sample	13_139	805000000.0	13.13
2881	DWV-B	Sample	13_139	859000000.0	13.03
2882	DWV-B	Sample	13_140	352477.88	25.25
2883	DWV-B	Sample	13_140	336098.41	25.32
2884	DWV-B	Sample	13_141	23000000.0	18.7
2885	DWV-B	Sample	13_141	15700000.0	19.3
2886	DWV-B	Sample	13_142	6664.06	31.47
2887	DWV-B	Sample	13_142	8369.35	31.11
2888	DWV-B	Sample	13_143	10960.9	30.69
2889	DWV-B	Sample	13_143	11636.43	30.59
2890	DWV-B	Sample	13_144	32768.66	28.97
2891	DWV-B	Sample	13_144	30431.41	29.09
2892	DWV-A	Standard	std	10000000000.0	4.33
2893	DWV-A	Standard	std	10000000000.0	4.34
2894	DWV-A	Standard	std	100000000.0	12.0
2895	DWV-A	Standard	std	100000000.0	12.16
2896	DWV-A	Standard	std	1000000.0	21.28
2897	DWV-A	Standard	std	1000000.0	21.36
2898	DWV-A	Standard	std	10000.0	26.08
2899	DWV-A	Standard	std	10000.0	26.38
2900	DWV-A	Sample	12_1	31841.47	25.35
2901	DWV-A	Sample	12_1	24463.17	25.78
2902	DWV-A	Sample	12_2	646300.06	20.45
2903	DWV-A	Sample	12_2	679957.25	20.37
2904	DWV-A	Sample	12_3	10314.52	27.18
2905	DWV-A	Sample	12_3	7494.73	27.7
2906	DWV-A	Sample	12_4	2380000.0	18.33
2907	DWV-A	Sample	12_4	1800000.0	18.79
2908	DWV-A	Sample	12_5	367207.94	21.37
2909	DWV-A	Sample	12_5	400666.16	21.23
2910	DWV-A	Sample	12_6	9510000000.0	4.84
2911	DWV-A	Sample	12_6	8190000000.0	5.08
2912	DWV-A	Sample	12_7	28963.6	25.5
2913	DWV-A	Sample	12_7	25730.82	25.7
2914	DWV-A	Sample	12_8	13963.55	26.69
2915	DWV-A	Sample	12_8	9301.8	27.35
2916	DWV-A	Sample	12_9	128000000.0	11.84
2917	DWV-A	Sample	12_9	115000000.0	12.02
2918	DWV-A	Sample	12_10	1080000000.0	8.38
2919	DWV-A	Sample	12_10	1150000000.0	8.28
2920	DWV-A	Sample	12_11	51630.52	24.56
2921	DWV-A	Sample	12_11	59085.87	24.34
2922	DWV-A	Sample	12_12	2799.46	29.3
2923	DWV-A	Sample	12_12	4957.23	28.38
2924	DWV-A	Sample	12_13	40168.37	24.97
2925	DWV-A	Sample	12_13	36054.99	25.15
2926	DWV-A	Sample	12_14	798126.0	20.11
2927	DWV-A	Sample	12_14	915243.0	19.88
2928	DWV-A	Sample	12_15	6644.76	27.9
2929	DWV-A	Sample	12_15	8460.46	27.51
2930	DWV-A	Sample	12_16	54700000.0	13.23
2931	DWV-A	Sample	12_16	54100000.0	13.25
2932	DWV-A	Sample	12_17	7319.64	27.74
2933	DWV-A	Sample	12_17	8748.16	27.45
2934	DWV-A	Sample	12_18	18522.24	26.23
2935	DWV-A	Sample	12_18	17212.91	26.35
2936	DWV-A	Sample	12_19	2825.85	29.29
2937	DWV-A	Sample	12_19	2591.45	29.43
2938	DWV-A	Sample	12_20	1520000000.0	7.81
2939	DWV-A	Sample	12_20	1360000000.0	8.0
2940	DWV-A	Sample	12_21	84600000.0	12.52
2941	DWV-A	Sample	12_21	81500000.0	12.58
2942	DWV-A	Sample	12_22	9589.19	27.3
2943	DWV-A	Sample	12_22	10855.29	27.1
2944	DWV-A	Sample	12_23	57242.38	24.39
2945	DWV-A	Sample	12_23	60232.41	24.31
2946	DWV-A	Sample	12_24	10676.49	27.13
2947	DWV-A	Sample	12_24	10789.75	27.11
2948	DWV-A	Sample	12_25	114632.45	23.26
2949	DWV-A	Sample	12_25	135488.55	22.99
2950	DWV-A	Sample	12_26	1590000000.0	7.74
2951	DWV-A	Sample	12_26	1720000000.0	7.62
2952	DWV-A	Sample	12_27	906.16	31.14
2953	DWV-A	Sample	12_27	1131.35	30.78
2954	DWV-A	Sample	12_28	2887.56	29.25
2955	DWV-A	Sample	12_28	3898.59	28.77
2956	DWV-A	Sample	12_29	25477.96	25.71
2957	DWV-A	Sample	12_29	27609.69	25.58
2958	DWV-A	Sample	12_30	8609.13	27.48
2959	DWV-A	Sample	12_30	9442.4	27.33
2960	DWV-A	Sample	12_31	15317.84	26.54
2961	DWV-A	Sample	12_31	17489.03	26.32
2962	DWV-A	Sample	12_32	470573.59	20.97
2963	DWV-A	Sample	12_32	620880.25	20.52
2964	DWV-A	Sample	12_33	33049.66	25.29
2965	DWV-A	Sample	12_33	30668.2	25.41
2966	DWV-A	Sample	12_33	3021.26	29.18
2967	DWV-A	Sample	12_34	2851.7	29.27
2968	DWV-A	Sample	12_35	1770.45	30.05
2969	DWV-A	Sample	12_35	1775.98	30.05
2970	DWV-A	Sample	12_36	654.78	31.67
2971	DWV-A	Sample	12_36	738.15	31.47
2972	DWV-A	Sample	12_37	12589.92	26.86
2973	DWV-A	Sample	12_37	10356.45	27.18
2974	DWV-A	Sample	12_38	720731.5	20.27
2975	DWV-A	Sample	12_38	909721.5	19.89
2976	DWV-A	Sample	12_39	28500000.0	14.29
2977	DWV-A	Sample	12_39	30300000.0	14.19
2978	DWV-A	Sample	12_40	13207.57	26.78
2979	DWV-A	Sample	12_40	11542.5	27.0
2980	DWV-A	Sample	12_41	1300000000.0	8.07
2981	DWV-A	Sample	12_41	1240000000.0	8.15
2982	DWV-A	Sample	12_42	62103.8	24.26
2983	DWV-A	Sample	12_42	57371.83	24.39
